1427378431305,1543,Quote Start,200,OK,Thread Group 1-1,text,false,4023,5,5,1543
1427378431302,1546,Quote Start,200,OK,Thread Group 1-3,text,false,4023,5,5,1546
1427378431305,1759,Quote Start,200,OK,Thread Group 1-2,text,false,4023,5,5,1759
1427378431779,1285,Quote Start,200,OK,Thread Group 1-4,text,false,4023,5,5,1285
1427378432427,703,Quote Start,200,OK,Thread Group 1-5,text,true,4023,6,6,703
1427378432909,537,Delete 2nd Driver,200,OK,Thread Group 1-1,text,true,423,6,6,537
1427378432909,537,Delete 2nd Driver,200,OK,Thread Group 1-3,text,true,423,6,6,537
1427378433132,316,Delete 2nd Driver,200,OK,Thread Group 1-5,text,true,423,6,6,316
1427378433070,378,Delete 2nd Driver,200,OK,Thread Group 1-2,text,true,423,6,6,378
1427378433100,349,Delete 2nd Driver,200,OK,Thread Group 1-4,text,true,423,6,6,349
1427378433115,334,Quote Start,200,OK,Thread Group 1-6,text,true,4023,6,6,334
1427378433447,862,Quote Start,200,OK,Thread Group 1-1,text,true,4023,7,7,862
1427378433447,996,Quote Start,200,OK,Thread Group 1-3,text,true,4023,8,8,996
1427378433449,994,Quote Start,200,OK,Thread Group 1-5,text,true,4023,8,8,994
1427378433449,996,Quote Start,200,OK,Thread Group 1-2,text,true,4023,8,8,996
1427378433450,996,Quote Start,200,OK,Thread Group 1-4,text,true,4023,8,8,995
1427378433456,992,Delete 2nd Driver,200,OK,Thread Group 1-6,text,true,423,8,8,992
1427378433762,767,Quote Start,200,OK,Thread Group 1-7,text,true,4023,8,8,767
1427378434311,435,Delete 2nd Driver,200,OK,Thread Group 1-1,text,true,423,8,8,435
1427378434444,461,Delete 2nd Driver,200,OK,Thread Group 1-3,text,true,423,8,8,461
1427378434432,473,Quote Start,200,OK,Thread Group 1-8,text,true,4023,8,8,473
1427378434445,461,Delete 2nd Driver,200,OK,Thread Group 1-5,text,true,423,8,8,461
1427378434447,677,Delete 2nd Driver,200,OK,Thread Group 1-4,text,true,423,9,9,677
1427378434447,677,Delete 2nd Driver,200,OK,Thread Group 1-2,text,true,423,9,9,677
1427378434531,595,Delete 2nd Driver,200,OK,Thread Group 1-7,text,true,423,9,9,595
1427378434449,677,Quote Start,200,OK,Thread Group 1-6,text,true,4023,9,9,677
1427378434747,1005,Quote Start,200,OK,Thread Group 1-1,text,false,4023,9,9,1005
1427378434906,1322,Delete 2nd Driver,200,OK,Thread Group 1-8,text,false,423,10,10,1322
1427378434905,1323,Quote Start,200,OK,Thread Group 1-3,text,false,4023,10,10,1323
1427378434907,1323,Quote Start,200,OK,Thread Group 1-5,text,false,4023,10,10,1323
1427378435096,1135,Quote Start,200,OK,Thread Group 1-9,text,false,4023,10,10,1135
1427378435125,1246,Quote Start,200,OK,Thread Group 1-4,text,false,4023,10,10,1246
1427378435126,1246,Quote Start,200,OK,Thread Group 1-7,text,false,4023,10,10,1246
1427378435127,1247,Delete 2nd Driver,200,OK,Thread Group 1-6,text,false,423,10,10,1247
1427378435125,1262,Quote Start,200,OK,Thread Group 1-2,text,false,4023,10,10,1262
1427378435754,914,Delete 2nd Driver,200,OK,Thread Group 1-1,text,true,423,11,11,914
1427378435768,900,Quote Start,200,OK,Thread Group 1-10,text,true,4023,11,11,900
1427378436233,480,Delete 2nd Driver,200,OK,Thread Group 1-5,text,true,423,11,11,480
